id_phrase,phrase,prompt
533,When I force my eyes to view I have blurry vision.,Blurry vision
534,It is like I have a needle pushing through my heart.,Heart hurts
535,When I bend over I get a shooting pain down my back,Back pain
536,When I play football I have joint pain.,Joint pain
537,i can't breath because of  Cough,Cough
538,There is pain in my joints. I can not bear pain,Joint pain
539,My right shoulder clicks when I move my arm.,Shoulder pain
540,i have a strong shoulder pain,Shoulder pain
541,I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports
542,I've been feeling very sad lately,Emotional pain
543,Feels like there are pins and needles sticking in my joints,Joint pain
544,I feel pain in my ears with tinnitus,Ear ache
545,i feel pain in my knee,Knee pain
546,My son has a lot of acne.,Acne
547,When I go to sleep I am feeling cold,Feeling cold
548,I can't get a girlfriend because of my acne.,Acne
549,When I play football I have muscle pain.,Muscle pain
550,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,Back pain
551,I feel suicidal.,Emotional pain
552,I have a hair shortage,Hair falling out
553,I have pimples in patches along with a lot of redness on my face.,Acne
554,My television and computer seem out of focus even though I have new glasses.,Blurry vision
555,The acne was causing me to feel embarrassed.,Acne
556,i am having problems seeing things feel like a cloud on my eyes everything is blurry,Blurry vision
557,I have a break in the skin inside one of my nostrils that has become infected and is now filled with pus.,Infected wound
558,I get terrible headaches every few months and when I get them my vision is affected.,Head ache
559,I have a mental suffering,Emotional pain
560,I have a dry skin,Skin issue
561,my heart hurts me,Heart hurts
562,I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help,Injury from sports
563,I fell a stiffness in my elbows and shoulders,Joint pain
564,I am having running nose,Feeling cold
565,i'm disappointed,Emotional pain
566,I got injured exercising,Injury from sports
567,I have an ear ache that won't go away.  I don't have a cold or headache or any other symptoms.  Just an earache.,Ear ache
568,I'm suffering from sharp cough Accompanied by  phlegm,Cough
569,I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,Ear ache
570,I've had this cough for two weeks.,Cough
571,I feel increased heart rate with prick,Heart hurts
572,My kneecap feels like it is grating bone on bone when I walk.,Knee pain
573,I have a cold and it makes me cough alot,Cough
574,I feel pain in my heart when I wake up,Heart hurts
575,I feel a soreness in my knees when I walk,Joint pain
576,My wound was infected when i was planting some flowers in my garden,Infected wound
577,Feel like something is being jabbed into my joints,Joint pain
578,"I have a foot ache in winter, or when it feels cold, why?",Foot ache
579,I can't move my head up and down.,Neck pain
580,i feel dizzy after severe diarrhea,Feeling dizzy
581,I feel a sharp pain in my stomach,Internal pain
582,"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache
583,i have pain but i can't specify place,Internal pain
584,I feel pain in my neck while I'm working.,Neck pain
585,I could not exercise because of my knee pain,Knee pain
586,i feel that it's hard to breath for me specially after running or making any effort,Hard to breath
587,I am having running nose,Feeling cold
588,I have a headache every time I eat ice cream,Head ache
589,Sharp pain and heavy breathing,Internal pain
590,There is a sharp pain in my calve.,Muscle pain
591,I feel dizzy when i make sudden movements,Feeling dizzy
592,When I wake up in the morning I feel a soreness in my body,Muscle pain
593,"i was injured during football match, i was diagnosed with Cruciate ligament",Injury from sports
594,I have a sharp pain in my ear,Ear ache
595,standing less than five minutes and my back start to ache,Back pain
596,Need to scratch my skin every minute,Skin issue
597,i can't breath because of  Cough,Cough
598,I wake up at night feeling cold,Feeling cold
599,I used alot of pain killer to get better but i still feel the same back pain,Back pain
600,I feel cold and chills even though my clothes are heavy,Feeling cold
601,"When I stand up, I feel like I'm going to fall down instantly",Feeling dizzy
602,My head ache since I woke up this morning.,Head ache
603,I feel a sharp pain in my head when I think too hard.,Head ache
604,My knee hurts when I walk,Knee pain
605,I have a cut on my foot that became infected from using the showers at the gym.,Infected wound
606,I had a pain in my knee when I was swimming,Knee pain
607,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain
608,i'm injured i can't play sports,Injury from sports
609,My lungs feel heavy like they are filled with mucus,Cough
610,I can't stop coughing,Cough
611,The knee feels like it rusted and I suddenly cannot bend it anymore.,Knee pain
612,He was discovered to have an open wound.,Open wound
613,My knee hurts when I play squash,Knee pain
614,I can't do anything I feel a weak in my body,Body feels weak
615,My shoulder hurts me so much,Shoulder pain
616,I feel pain inside I do not know what it is,Internal pain
617,Every time I look to left I feel a sharp pain in my neck.,Neck pain
618,I suffered a deep wound in my hand and I can not stop the bleeding,Infected wound
619,I don't do anything at home and still I feel exhausted.,Body feels weak
620,when i raise my hand i feel pain in my shoulder.,Shoulder pain
621,I have shooting pain in my kneecap after working out.,Knee pain
622,I feel a soreness in my knees when I walk,Joint pain
623,I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.,Foot ache
624,I felt my heart hurts when I ran for along distance,Heart hurts
625,"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache
626,I get i joint pain when i try to bend my leg or my arm,Joint pain
627,I feel great pain in my feet after playing one of the sports games,Injury from sports
628,My biceps started aching after I went to the gym,Muscle pain
629,My chest break out with red pimples and whiteheads.,Acne
630,I have a cold and it makes me cough alot,Cough
631,I have blurred vision.,Blurry vision
632,Why is my shoulder aching when I try to pick up the laundry?,Shoulder pain
633,I feel pain in my heart when I wake up,Heart hurts
634,there is a red stain in my skin,Skin issue
635,I read a book for along time and when I finished reading I feel head ache,Head ache
636,I feel a huge emotional pain after I broke up with my girlfriend.,Emotional pain
637,My arm hurts when I stretch,Muscle pain
638,His infected wound was beginning to rot.,Infected wound
639,I have a dry throat,Cough
640,I feel pain in the knee,Knee pain
641,My back is hurting so much.,Back pain
642,"my child has cough all night, she can't sleep",Cough
643,"My heart hurts while I'm sad, why?",Heart hurts
644,My back hurts a lot when I bend,Back pain
645,I get big patches of irritated pimples on my back and they hurt.,Acne
646,longitudinal burning line across back with hard respiratory movements,Back pain
647,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,Infected wound
648,My chest hurts when I go to take a breath,Hard to breath
649,i feel sad,Emotional pain
650,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,Feeling cold
651,I'm not feeling good I get infection wound,Infected wound
652,having difficulty moving my knee,Knee pain
653,My hair always falls out and i have lost a lot of hair lately,Hair falling out
654,I wish this excruciating feeling of loss could go away.,Emotional pain
655,I feel pain in the knee when walking,Knee pain
656,I feel hurts in my heart,Heart hurts
657,"i walked a long for 3 km, i feel pain in my foot like foot ache",Foot ache
658,I feel like the world goes round and round,Feeling dizzy
659,I feel like I can hardly breathe unless I get what's in my lungs out,Cough
660,"My body feels weak although I eat a lot, why?",Body feels weak
661,I have a rash on my skin,Skin issue
662,"There must be something wrong with my blood circulation, I have to wear socks even on the hottest days, my toes are frozen!",Feeling cold
663,There are some pimples on my face that bother me a lot,Acne
664,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold
665,I can't stand with this horrible feeling in my stomach,Stomach ache
666,I feel a pain in my back,Back pain
667,I don't have the energy to do the things that I used to,Body feels weak
668,My body feels weak and i think that my face is fade and i can't sleep well,Body feels weak
669,I feel like something is squeezing my lungs.,Hard to breath
670,My ankle joint throbs when I put pressure on my foot.,Joint pain
671,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,Head ache
672,My foot is hurting so much.,Foot ache
673,I feel like I've always got something in my throat,Cough
674,My body feels weak although I take my vitamins regularly.,Body feels weak
675,I always feel like I have menstrual pains even if I don't have my period.,Internal pain
676,My body aches on the inside between my hips and shoulders.,Internal pain
677,There is a constant tickle in my throat,Cough
678,When I stand I feel dizzy I do not know why,Feeling dizzy
679,I feel depressed when I see my hair falling out,Hair falling out
